   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
              0.9593,             0.95932,             0.97658,             0.69986,            0.021302,            0.010984,           0.0023111,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,               0.015,                 0.7,                 0.4,                   0,                 0.1,                 0.5,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   3
             0.96208,             0.98922,               0.995,             0.69487,            0.014617,            0.012139,           0.0042373,             0.00979,                0.01,             0.92186,             0.00048,              3.1323,             0.72877,                 0.1,             0.03357,                 0.5,              1.1464,              1.0832,              1.0382,                 0.2,              4.4601,                   0,               0.015,             0.77903,             0.46502,                   0,             0.07654,             0.49465,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                4.36
             0.96932,             0.99241,               0.995,             0.67845,            0.020646,             0.01122,           0.0013087,             0.01078,             0.01003,             0.96033,              0.0005,                   3,             0.78508,             0.10362,             0.04604,             0.52116,              1.0672,             0.99714,              1.0358,                 0.2,              3.8954,                   0,               0.015,             0.63088,             0.35351,                   0,             0.09357,             0.47258,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9883
             0.94434,             0.96826,             0.97704,             0.68551,            0.022655,            0.010672,           0.0024897,                0.01,             0.01011,             0.93435,             0.00048,              3.0227,                 0.8,             0.10309,             0.05185,             0.47085,              1.0184,                   1,             0.96277,                 0.2,              3.9437,                   0,               0.015,             0.72024,             0.42145,                   0,             0.09973,             0.50214,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.928
             0.93695,             0.98441,             0.99107,              0.6761,            0.014712,           0.0096924,           0.0050695,             0.00988,                0.01,             0.92186,             0.00048,              3.1323,             0.65717,             0.09232,             0.03357,             0.48542,              1.1464,             0.86678,              1.0328,                 0.2,              4.4601,                   0,             0.01735,             0.82615,             0.40662,                   0,             0.07398,             0.46838,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.4589
             0.96558,             0.97673,             0.99175,             0.67879,               0.016,            0.011464,           0.0025782,             0.00866,             0.01044,              0.9572,             0.00046,              3.0499,             0.68573,             0.07546,             0.03913,             0.58381,              1.0126,              1.0872,             0.92794,                 0.2,              4.2262,                   0,             0.01245,             0.71382,             0.33291,                   0,              0.1083,                 0.5,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.0679
             0.96069,             0.97011,             0.97945,             0.68985,            0.022366,            0.010916,           0.0019739,             0.00998,                0.01,             0.94649,             0.00049,              2.9578,             0.80465,                 0.1,             0.05177,                 0.5,              1.0096,              1.0035,             0.98171,                 0.2,              4.0175,                   0,             0.01517,                 0.7,             0.40064,                   0,             0.09953,             0.49263,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   3
             0.95297,             0.79555,             0.88257,             0.61504,             0.02057,            0.009905,            0.016167,             0.00992,             0.01098,             0.86464,             0.00049,              3.6108,             0.74172,             0.08906,             0.04922,                 0.5,              1.0007,             0.92241,                   1,                 0.2,              2.9586,                   0,             0.01327,             0.79147,             0.47133,                   0,             0.08283,                 0.5,                   0,                   0,                   0,                 0.5,             0.96885,                   0,                   0,              4.7381
              0.9755,             0.98768,               0.995,             0.66247,            0.023771,             0.01191,           0.0023533,             0.01033,                0.01,             0.93437,             0.00049,              2.8895,                 0.8,                 0.1,                0.05,             0.47366,                   1,              1.0332,              1.0368,                 0.2,              4.2521,                   0,               0.015,                 0.7,             0.34942,                   0,             0.08597,             0.50321,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   3
             0.97186,             0.96373,             0.97933,             0.68809,            0.023749,            0.011613,           0.0023038,                0.01,             0.01239,             0.94413,              0.0005,              3.3726,             0.84247,             0.08579,             0.05526,              0.4753,              1.1071,              1.0648,             0.97463,                 0.2,              4.1734,                   0,             0.01471,             0.78404,             0.39624,                   0,             0.10838,             0.41328,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0198
             0.95263,             0.97701,             0.98871,             0.69648,            0.020721,            0.010709,           0.0027103,             0.00982,                0.01,             0.92923,             0.00054,                   3,                 0.8,             0.10315,                0.05,             0.46682,             0.98272,             0.96709,             0.98569,                 0.2,                   4,                   0,             0.01578,             0.64285,             0.39778,                   0,                 0.1,             0.53724,                   0,                   0,                   0,                 0.5,             0.90245,                   0,                   0,               3.255
